id,age,job,marital,education,default_status,balance,housing_loan,personal_loan,branch_id
CUST_001059,40,blue-collar,married,secondary,0,316,1,0,BR-102
CUST_001060,36,services,single,secondary,0,174,1,0,BR-104
CUST_001061,46,blue-collar,married,secondary,0,442,1,0,BR-103
CUST_001062,58,technician,married,secondary,0,786,1,0,BR-101
CUST_001063,30,technician,divorced,tertiary,0,-317,1,0,BR-101
CUST_001064,43,blue-collar,married,secondary,0,667,1,0,BR-102
CUST_001065,29,services,single,secondary,0,-158,1,0,BR-102
CUST_001066,41,management,married,tertiary,0,72,1,0,BR-103
CUST_001067,44,entrepreneur,married,primary,0,58,1,0,BR-102
CUST_001068,44,services,divorced,secondary,0,396,1,1,BR-101
CUST_001069,59,blue-collar,married,primary,0,10,1,0,BR-101
CUST_001070,39,management,single,,0,2887,1,0,BR-102
CUST_001071,42,management,married,secondary,0,0,0,0,BR-104
CUST_001072,31,admin.,married,secondary,0,89,0,0,BR-102
CUST_001073,29,,single,primary,0,50,1,0,BR-101
CUST_001074,39,blue-collar,single,secondary,0,29,1,0,BR-101
CUST_001075,44,blue-collar,married,primary,0,420,1,0,BR-101
CUST_001076,49,services,single,primary,0,114,1,0,BR-101
CUST_001077,39,housemaid,married,secondary,0,365,1,0,BR-103
CUST_001078,27,blue-collar,single,secondary,0,0,1,0,BR-103
CUST_001079,56,management,married,primary,0,-24,1,0,BR-103
CUST_001080,43,technician,married,tertiary,0,743,1,0,BR-102
CUST_001081,37,self-employed,married,primary,0,0,0,0,BR-101
CUST_001082,54,technician,single,secondary,0,99,1,0,BR-102
CUST_001083,38,blue-collar,married,secondary,0,22,1,1,BR-104
CUST_001084,31,blue-collar,married,primary,0,251,1,0,BR-102
CUST_001085,34,blue-collar,married,secondary,0,615,1,0,BR-101
CUST_001086,35,admin.,married,primary,0,136,1,0,BR-103
CUST_001087,44,blue-collar,single,,0,2167,1,0,BR-103
CUST_001088,30,blue-collar,married,secondary,0,309,1,0,BR-104
CUST_001089,51,technician,married,secondary,0,221,1,0,BR-104
CUST_001090,37,blue-collar,married,primary,0,321,1,0,BR-103
CUST_001091,39,blue-collar,married,tertiary,0,-33,1,0,BR-103
CUST_001092,33,management,single,tertiary,0,76,1,0,BR-104
CUST_001093,37,management,divorced,tertiary,0,42,1,0,BR-101
CUST_001094,46,blue-collar,single,secondary,0,76,1,0,BR-104
CUST_001095,32,admin.,married,secondary,0,1293,1,0,BR-102
CUST_001096,43,entrepreneur,married,primary,0,526,1,0,BR-103
CUST_001097,59,housemaid,divorced,,0,873,1,0,BR-102
CUST_001098,46,admin.,married,primary,0,40,1,0,BR-103
CUST_001099,47,blue-collar,married,primary,0,117,1,0,BR-102
CUST_001100,31,services,single,secondary,0,671,1,0,BR-103
CUST_001101,30,blue-collar,married,primary,0,145,1,0,BR-102
CUST_001102,38,blue-collar,married,primary,0,1807,0,0,BR-104
CUST_001103,44,blue-collar,single,secondary,0,-212,1,1,BR-103
CUST_001104,52,technician,married,,0,133,1,0,BR-102
CUST_001105,29,services,single,secondary,0,566,0,0,BR-101
CUST_001106,43,admin.,married,tertiary,0,1924,1,0,BR-103
CUST_001107,47,technician,married,primary,0,145,1,0,BR-102
CUST_001108,43,blue-collar,married,primary,0,487,1,0,BR-103
CUST_001109,52,blue-collar,divorced,primary,0,-57,1,0,BR-102
CUST_001110,32,services,single,secondary,0,81,1,0,BR-102
CUST_001111,40,admin.,single,secondary,0,-227,1,0,BR-101
CUST_001112,57,technician,divorced,secondary,0,2710,1,1,BR-102
CUST_001113,30,services,divorced,secondary,0,98,1,0,BR-102
CUST_001114,48,blue-collar,married,secondary,0,1230,1,1,BR-102
CUST_001115,46,blue-collar,married,secondary,0,78,1,1,BR-102
CUST_001116,59,retired,divorced,primary,0,137,1,1,BR-104
CUST_001117,50,blue-collar,married,primary,1,354,1,0,BR-103
CUST_001118,50,blue-collar,divorced,primary,0,149,1,0,BR-103
CUST_001119,33,blue-collar,divorced,secondary,0,126,1,0,BR-102
CUST_001120,39,technician,single,,0,0,1,0,BR-101
CUST_001121,57,retired,divorced,secondary,0,8266,1,0,BR-101
CUST_001122,49,blue-collar,married,,0,51,1,0,BR-103
CUST_001123,41,blue-collar,married,primary,0,258,1,0,BR-101
CUST_001124,43,technician,married,primary,0,117,1,0,BR-104
CUST_001125,29,management,married,tertiary,0,199,1,1,BR-101
CUST_001126,56,services,married,primary,0,219,1,0,BR-102
CUST_001127,46,technician,married,secondary,0,1571,1,0,BR-104
CUST_001128,42,blue-collar,married,primary,0,223,1,0,BR-101
CUST_001129,36,blue-collar,married,primary,0,-79,0,0,BR-104
CUST_001130,29,services,married,primary,0,321,1,0,BR-101
CUST_001131,43,admin.,single,secondary,0,2527,1,0,BR-104
CUST_001132,48,admin.,married,secondary,0,5,1,0,BR-103
CUST_001133,38,blue-collar,single,primary,0,20,1,0,BR-102
CUST_001134,46,blue-collar,married,secondary,0,1045,1,1,BR-101
CUST_001135,44,blue-collar,married,secondary,0,1,1,0,BR-101
CUST_001136,28,management,married,tertiary,0,3,1,0,BR-102
CUST_001137,28,blue-collar,married,primary,0,-55,1,0,BR-104
CUST_001138,36,technician,divorced,secondary,0,141,1,0,BR-104
CUST_001139,37,blue-collar,married,secondary,0,374,1,0,BR-104
CUST_001140,56,management,married,primary,0,93,1,0,BR-104
CUST_001141,46,blue-collar,single,tertiary,0,460,1,0,BR-104
CUST_001142,34,services,divorced,secondary,0,78,1,0,BR-101
CUST_001143,32,entrepreneur,married,secondary,0,135,1,0,BR-103
CUST_001144,33,technician,married,secondary,0,367,1,1,BR-102
CUST_001145,36,services,single,secondary,0,248,1,0,BR-104
CUST_001146,35,services,married,secondary,0,630,1,0,BR-102
CUST_001147,44,admin.,single,secondary,0,-30,1,0,BR-103
CUST_001148,37,technician,married,secondary,0,157,1,0,BR-103
CUST_001149,48,admin.,divorced,secondary,0,268,1,0,BR-101
CUST_001150,38,blue-collar,married,secondary,0,164,1,0,BR-104
CUST_001151,44,technician,married,secondary,0,-97,1,0,BR-102
CUST_001152,31,admin.,divorced,secondary,0,53,1,0,BR-103
CUST_001153,35,management,divorced,tertiary,0,788,1,0,BR-104
CUST_001154,54,technician,divorced,secondary,0,1904,1,1,BR-103
CUST_001155,28,admin.,single,secondary,0,260,1,0,BR-101
CUST_001156,38,unemployed,married,primary,0,447,1,0,BR-103
CUST_001157,48,technician,married,secondary,0,720,1,0,BR-102
CUST_001158,31,blue-collar,married,tertiary,0,2827,1,0,BR-104
CUST_001159,59,retired,married,,0,0,0,0,BR-104
CUST_001160,29,admin.,single,secondary,0,1117,1,0,BR-101
CUST_001161,28,blue-collar,married,secondary,0,597,1,0,BR-102
CUST_001162,50,blue-collar,married,primary,0,362,1,0,BR-101
CUST_001163,31,self-employed,single,tertiary,0,120,1,0,BR-101
CUST_001164,32,admin.,single,secondary,0,89,1,1,BR-104
CUST_001165,30,services,married,secondary,0,442,1,0,BR-101
CUST_001166,32,management,single,tertiary,0,111,1,0,BR-104
CUST_001167,29,technician,single,secondary,0,247,1,0,BR-102
CUST_001168,30,admin.,divorced,secondary,0,1,1,0,BR-101
CUST_001169,34,management,married,primary,0,6,1,0,BR-103
CUST_001170,34,blue-collar,single,secondary,1,-947,1,0,BR-102
CUST_001171,41,blue-collar,married,primary,0,191,1,0,BR-103
CUST_001172,36,blue-collar,married,secondary,0,-147,1,0,BR-102
CUST_001173,31,technician,single,tertiary,0,703,1,0,BR-104
CUST_001174,39,blue-collar,married,primary,0,70,0,0,BR-104
CUST_001175,36,technician,married,secondary,0,83,1,0,BR-104
CUST_001176,39,blue-collar,married,secondary,0,125,1,0,BR-102
CUST_001177,37,blue-collar,married,primary,0,190,1,1,BR-103
CUST_001178,52,blue-collar,married,secondary,0,46,1,0,BR-102
CUST_001179,25,management,single,tertiary,0,1348,1,0,BR-103
CUST_001180,42,technician,married,secondary,0,420,1,0,BR-103
CUST_001181,27,services,divorced,secondary,0,96,1,0,BR-102
CUST_001182,42,blue-collar,married,primary,0,271,1,0,BR-103
CUST_001183,29,admin.,divorced,secondary,0,1320,1,1,BR-102
CUST_001184,38,blue-collar,married,primary,0,54,1,0,BR-103
CUST_001185,42,entrepreneur,married,primary,0,198,1,0,BR-104
CUST_001186,35,self-employed,married,primary,0,1094,1,0,BR-101
CUST_001187,41,management,married,tertiary,0,141,1,1,BR-101
CUST_001188,57,retired,married,primary,0,207,1,0,BR-103
CUST_001189,36,blue-collar,married,secondary,0,-206,1,0,BR-103
CUST_001190,56,management,divorced,tertiary,0,177,1,0,BR-104
CUST_001191,33,blue-collar,divorced,primary,0,176,1,0,BR-104
CUST_001192,41,entrepreneur,divorced,tertiary,0,-413,1,0,BR-103
CUST_001193,33,blue-collar,married,primary,0,-81,1,0,BR-103
CUST_001194,35,management,divorced,tertiary,0,3837,1,0,BR-101
CUST_001195,43,management,married,tertiary,0,870,1,1,BR-103
CUST_001196,36,admin.,single,secondary,0,206,1,0,BR-102
CUST_001197,37,technician,married,secondary,0,316,1,0,BR-104
CUST_001198,51,management,married,primary,1,57,1,1,BR-101
CUST_001199,28,housemaid,divorced,primary,0,1,1,0,BR-104
CUST_001200,43,blue-collar,married,secondary,1,-7,0,0,BR-101
CUST_001201,32,blue-collar,single,primary,0,611,1,0,BR-103
CUST_001202,36,entrepreneur,single,secondary,0,157,1,0,BR-101
CUST_001203,33,unemployed,single,secondary,0,233,1,0,BR-103
CUST_001204,39,admin.,married,secondary,0,419,1,1,BR-101
CUST_001205,28,blue-collar,married,secondary,0,134,1,0,BR-104
CUST_001206,26,technician,single,secondary,0,2087,0,0,BR-104
CUST_001207,40,technician,married,tertiary,0,103,1,0,BR-104
CUST_001208,44,housemaid,married,secondary,0,281,1,0,BR-104
CUST_001209,34,management,married,tertiary,0,133,1,0,BR-102
CUST_001210,47,blue-collar,married,primary,0,1865,1,0,BR-104
CUST_001211,55,blue-collar,single,tertiary,0,325,1,0,BR-101
CUST_001212,48,blue-collar,divorced,primary,0,-18,1,0,BR-103
CUST_001213,36,blue-collar,single,primary,0,49,1,0,BR-103
CUST_001214,31,management,single,tertiary,0,7444,1,1,BR-101
CUST_001215,30,management,single,tertiary,0,59,1,1,BR-103
CUST_001216,46,blue-collar,married,primary,0,45,1,0,BR-102
CUST_001217,30,admin.,single,secondary,0,387,1,0,BR-104
CUST_001218,32,blue-collar,single,secondary,0,5,1,1,BR-102
CUST_001219,48,blue-collar,single,,0,71,1,0,BR-104
CUST_001220,48,admin.,single,secondary,0,96,1,0,BR-102
CUST_001221,36,services,single,tertiary,0,72,1,0,BR-104
CUST_001222,41,admin.,single,secondary,0,1715,1,0,BR-103
CUST_001223,49,admin.,single,primary,0,181,1,0,BR-101
CUST_001224,26,blue-collar,married,secondary,1,20,1,0,BR-101
CUST_001225,38,management,married,secondary,0,65,1,0,BR-103
CUST_001226,27,student,single,secondary,0,81,1,0,BR-104
CUST_001227,51,retired,married,secondary,0,226,1,1,BR-103
CUST_001228,33,admin.,divorced,secondary,0,1128,1,0,BR-102
CUST_001229,53,unemployed,married,secondary,0,582,1,0,BR-101
CUST_001230,36,technician,married,secondary,0,5611,1,0,BR-102
CUST_001231,48,technician,divorced,secondary,0,177,1,0,BR-104
CUST_001232,27,admin.,single,secondary,0,181,1,0,BR-102
CUST_001233,42,technician,married,secondary,0,0,1,0,BR-103
CUST_001234,61,blue-collar,married,primary,0,734,1,0,BR-103
CUST_001235,31,self-employed,married,tertiary,0,322,1,0,BR-101
CUST_001236,37,blue-collar,single,secondary,0,134,1,0,BR-103
CUST_001237,34,entrepreneur,married,tertiary,0,10350,1,0,BR-104
CUST_001238,55,technician,married,,0,84,1,0,BR-102
CUST_001239,24,services,married,secondary,0,620,1,0,BR-104
CUST_001240,41,technician,married,,0,254,1,0,BR-101
CUST_001241,34,blue-collar,single,primary,0,0,1,0,BR-104
CUST_001242,29,blue-collar,married,secondary,0,5903,1,0,BR-102
CUST_001243,42,blue-collar,single,primary,0,134,1,1,BR-101
CUST_001244,45,services,married,secondary,0,1381,1,0,BR-102
CUST_001245,49,management,married,secondary,0,104,1,0,BR-101
CUST_001246,26,blue-collar,single,primary,0,318,1,0,BR-103
CUST_001247,35,technician,single,secondary,0,2151,1,0,BR-103
CUST_001248,49,services,married,secondary,0,-8,1,0,BR-104
CUST_001249,44,blue-collar,married,primary,0,185,1,0,BR-104
CUST_001250,41,management,married,tertiary,0,1773,0,0,BR-104
CUST_001251,50,blue-collar,married,primary,0,40,1,0,BR-103
CUST_001252,58,retired,married,tertiary,0,44,1,0,BR-104
CUST_001253,43,blue-collar,married,secondary,0,0,1,0,BR-101
CUST_001254,34,management,married,tertiary,0,0,1,0,BR-103
CUST_001255,57,admin.,divorced,secondary,0,3058,1,0,BR-104
CUST_001256,43,services,divorced,secondary,0,130,1,0,BR-102
CUST_001257,38,services,married,secondary,0,507,1,0,BR-103
CUST_001258,35,self-employed,married,tertiary,0,844,1,0,BR-104
CUST_001259,49,admin.,married,primary,0,458,1,0,BR-103
CUST_001260,33,blue-collar,married,primary,1,-744,1,0,BR-104
CUST_001261,60,retired,married,primary,0,-2,1,0,BR-103
CUST_001262,33,technician,single,tertiary,0,129,1,0,BR-102
CUST_001263,33,services,divorced,secondary,0,411,1,0,BR-104
CUST_001264,47,management,married,tertiary,0,643,1,0,BR-101
CUST_001265,37,technician,single,,0,391,1,0,BR-104
CUST_001266,34,blue-collar,married,secondary,0,80,1,1,BR-101
CUST_001267,32,technician,single,secondary,0,10,1,0,BR-104
CUST_001268,36,admin.,married,secondary,0,114,1,1,BR-104
CUST_001269,40,blue-collar,single,secondary,0,1,1,0,BR-101
CUST_001270,57,management,married,tertiary,0,1341,1,0,BR-102
CUST_001271,48,blue-collar,married,primary,0,4,1,0,BR-102
CUST_001272,26,blue-collar,married,secondary,0,2770,1,0,BR-101
CUST_001273,30,management,single,tertiary,0,5956,1,0,BR-103
CUST_001274,41,admin.,married,secondary,0,55,1,0,BR-101
CUST_001275,30,self-employed,married,secondary,0,131,1,0,BR-101
CUST_001276,35,management,married,tertiary,0,1942,1,0,BR-101
CUST_001277,36,entrepreneur,married,,0,298,1,0,BR-103
CUST_001278,52,technician,married,secondary,0,291,0,0,BR-102
CUST_001279,45,blue-collar,married,primary,0,85,1,0,BR-101
CUST_001280,35,management,single,tertiary,0,797,1,0,BR-102
CUST_001281,46,blue-collar,single,secondary,0,152,1,0,BR-102
CUST_001282,39,blue-collar,married,primary,0,481,1,0,BR-101
CUST_001283,38,management,married,tertiary,0,66,1,0,BR-104
CUST_001284,38,blue-collar,married,secondary,0,4586,1,0,BR-101
CUST_001285,31,technician,single,tertiary,0,1798,1,0,BR-101
CUST_001286,39,management,single,tertiary,0,220,1,0,BR-103
CUST_001287,32,blue-collar,married,secondary,0,715,1,0,BR-104
CUST_001288,32,services,married,secondary,0,442,1,0,BR-101
CUST_001289,26,student,single,secondary,0,85,1,0,BR-104
CUST_001290,35,technician,married,secondary,0,319,1,0,BR-101
CUST_001291,26,blue-collar,single,secondary,0,-29,1,0,BR-104
CUST_001292,33,admin.,single,secondary,0,303,0,0,BR-103
CUST_001293,41,,single,primary,0,2398,1,0,BR-102
CUST_001294,30,entrepreneur,married,secondary,0,31,0,0,BR-103
CUST_001295,36,technician,single,secondary,0,1832,1,0,BR-104
CUST_001296,46,services,married,secondary,0,2019,1,0,BR-104
CUST_001297,30,blue-collar,married,primary,0,3,1,0,BR-103
CUST_001298,46,services,married,secondary,0,397,0,0,BR-104
CUST_001299,38,technician,married,tertiary,0,1161,1,0,BR-102
CUST_001300,24,technician,single,tertiary,0,777,1,0,BR-104
CUST_001301,41,management,divorced,tertiary,0,47,1,0,BR-102
CUST_001302,28,technician,married,primary,0,-58,1,0,BR-104
CUST_001303,55,unemployed,single,tertiary,0,1513,1,0,BR-103
CUST_001304,40,management,married,tertiary,0,121,0,0,BR-101
CUST_001305,38,management,divorced,tertiary,0,904,1,0,BR-101
CUST_001306,40,technician,married,secondary,0,697,1,0,BR-101
CUST_001307,54,services,married,secondary,0,841,1,0,BR-101
CUST_001308,49,housemaid,married,secondary,0,7317,1,0,BR-104
CUST_001309,44,blue-collar,married,secondary,0,-95,1,0,BR-103
CUST_001310,32,management,single,tertiary,0,751,1,0,BR-104
CUST_001311,36,blue-collar,married,primary,0,250,1,0,BR-103
CUST_001312,35,technician,single,secondary,0,365,1,0,BR-103
CUST_001313,31,management,single,tertiary,0,1315,1,0,BR-103
CUST_001314,34,technician,married,secondary,0,65,1,0,BR-101
CUST_001315,36,management,married,tertiary,0,1852,0,0,BR-102
CUST_001316,44,admin.,single,secondary,0,-84,1,0,BR-104
CUST_001317,44,blue-collar,single,secondary,0,36,1,0,BR-103
CUST_001318,51,blue-collar,married,,0,125,1,0,BR-103
CUST_001319,36,blue-collar,married,secondary,0,0,0,0,BR-102
CUST_001320,37,blue-collar,married,secondary,0,105,1,0,BR-103
CUST_001321,31,services,married,secondary,0,432,1,0,BR-102
CUST_001322,42,blue-collar,married,primary,0,555,1,0,BR-102
CUST_001323,55,entrepreneur,married,primary,0,-24,1,0,BR-102
CUST_001324,57,management,married,tertiary,0,2261,1,0,BR-104
CUST_001325,33,services,married,secondary,0,804,1,1,BR-104
CUST_001326,44,blue-collar,married,secondary,1,-617,1,0,BR-103
CUST_001327,30,technician,married,secondary,0,-1,1,0,BR-101
CUST_001328,37,services,married,secondary,0,237,1,0,BR-102
CUST_001329,32,admin.,married,secondary,0,514,1,0,BR-101
CUST_001330,33,blue-collar,married,secondary,0,1988,1,0,BR-104
CUST_001331,31,technician,single,tertiary,0,491,1,0,BR-102
CUST_001332,46,technician,married,tertiary,0,675,1,0,BR-104
CUST_001333,34,blue-collar,single,secondary,0,177,1,0,BR-103
CUST_001334,51,admin.,divorced,secondary,0,340,1,0,BR-101
CUST_001335,49,technician,married,primary,0,230,1,0,BR-102
CUST_001336,52,management,single,tertiary,1,0,0,0,BR-101
CUST_001337,43,technician,married,tertiary,0,2331,1,0,BR-101
CUST_001338,35,blue-collar,divorced,secondary,0,0,1,0,BR-103
CUST_001339,27,student,single,secondary,0,217,1,0,BR-104
CUST_001340,43,blue-collar,married,primary,0,186,1,0,BR-101
CUST_001341,49,admin.,divorced,secondary,0,168,1,1,BR-103
CUST_001342,50,services,divorced,secondary,0,145,1,0,BR-101
CUST_001343,33,admin.,divorced,secondary,0,140,1,0,BR-104
CUST_001344,49,services,married,secondary,0,-22,1,0,BR-101
CUST_001345,50,technician,married,secondary,0,389,1,0,BR-101
CUST_001346,42,admin.,married,secondary,0,323,1,1,BR-101
CUST_001347,28,services,married,secondary,0,6,1,0,BR-102
CUST_001348,41,technician,married,secondary,0,225,1,1,BR-102
CUST_001349,34,services,married,secondary,0,142,1,0,BR-101
CUST_001350,58,blue-collar,married,primary,0,5,0,0,BR-101
CUST_001351,46,blue-collar,married,primary,0,174,1,1,BR-103
CUST_001352,46,blue-collar,married,primary,0,-768,1,0,BR-102
CUST_001353,42,blue-collar,married,secondary,0,30,0,0,BR-102
CUST_001354,40,blue-collar,married,primary,0,968,1,1,BR-101
CUST_001355,42,blue-collar,divorced,secondary,0,47,1,1,BR-104
CUST_001356,33,entrepreneur,married,secondary,0,0,1,1,BR-101
CUST_001357,27,services,married,primary,0,91,1,0,BR-102
CUST_001358,43,blue-collar,married,primary,0,-77,1,0,BR-101
CUST_001359,28,blue-collar,married,,0,486,1,0,BR-101
CUST_001360,34,blue-collar,single,secondary,0,341,1,0,BR-101
CUST_001361,37,services,married,secondary,0,50,1,0,BR-101
CUST_001362,41,services,married,secondary,0,205,1,0,BR-101
CUST_001363,39,admin.,single,secondary,0,762,1,0,BR-101
CUST_001364,37,technician,single,tertiary,0,31,1,0,BR-104
CUST_001365,41,unemployed,married,primary,1,-581,1,0,BR-104
CUST_001366,36,services,single,secondary,0,-45,1,0,BR-102
CUST_001367,51,blue-collar,married,primary,0,0,0,0,BR-101
CUST_001368,28,self-employed,married,tertiary,0,120,1,1,BR-104
CUST_001369,31,blue-collar,married,secondary,0,335,1,0,BR-104
CUST_001370,33,services,married,secondary,0,-232,1,0,BR-101
CUST_001371,28,admin.,divorced,secondary,0,785,1,0,BR-101
CUST_001372,31,services,married,secondary,0,28,1,0,BR-104
CUST_001373,43,management,single,tertiary,0,2067,1,0,BR-103
CUST_001374,48,blue-collar,married,primary,0,448,1,0,BR-104
CUST_001375,26,student,single,tertiary,0,37,1,0,BR-103
CUST_001376,34,technician,single,tertiary,0,301,1,0,BR-102
CUST_001377,38,blue-collar,married,primary,0,668,0,0,BR-101
CUST_001378,51,admin.,divorced,secondary,0,115,1,1,BR-104
CUST_001379,49,admin.,single,secondary,0,275,0,0,BR-104
CUST_001380,60,retired,married,primary,0,414,0,0,BR-102
CUST_001381,32,management,single,tertiary,0,3,1,0,BR-101
CUST_001382,36,admin.,divorced,secondary,0,496,0,0,BR-104
CUST_001383,28,management,single,tertiary,0,150,1,0,BR-104
CUST_001384,34,management,single,tertiary,0,163,0,0,BR-103
CUST_001385,40,admin.,single,secondary,0,1322,1,0,BR-102
CUST_001386,33,housemaid,married,primary,0,1713,1,0,BR-103
CUST_001387,37,admin.,married,primary,0,242,1,0,BR-103
CUST_001388,40,management,married,tertiary,0,-29,0,0,BR-102
CUST_001389,59,retired,divorced,tertiary,0,381,1,0,BR-101
CUST_001390,39,blue-collar,single,secondary,0,82,1,0,BR-102
CUST_001391,28,management,single,tertiary,0,21,1,0,BR-102
CUST_001392,30,services,married,secondary,0,1801,1,0,BR-102
CUST_001393,40,blue-collar,married,primary,0,640,1,1,BR-101
CUST_001394,28,blue-collar,married,primary,0,113,1,0,BR-103
CUST_001395,39,blue-collar,married,secondary,0,1042,1,0,BR-104
CUST_001396,44,services,divorced,secondary,0,240,1,0,BR-101
CUST_001397,39,services,single,secondary,0,-244,1,0,BR-104
CUST_001398,30,blue-collar,married,primary,0,70,1,1,BR-103
CUST_001399,35,blue-collar,married,secondary,0,-339,1,0,BR-101
CUST_001400,31,management,married,tertiary,0,59,1,0,BR-104
CUST_001401,47,management,married,primary,0,1222,1,0,BR-102
CUST_001402,26,student,single,,0,-41,1,0,BR-101
CUST_001403,25,blue-collar,single,secondary,0,0,1,0,BR-104
CUST_001404,42,management,married,tertiary,0,6,1,0,BR-103
CUST_001405,30,blue-collar,married,primary,0,4,1,0,BR-103
CUST_001406,28,services,married,secondary,0,20,1,1,BR-101
CUST_001407,46,admin.,divorced,tertiary,0,846,1,0,BR-104
CUST_001408,43,blue-collar,divorced,secondary,0,338,1,0,BR-102
CUST_001409,38,technician,married,,0,90,1,1,BR-104
CUST_001410,31,blue-collar,married,primary,0,406,1,0,BR-104
CUST_001411,29,services,single,secondary,0,2,0,0,BR-103
CUST_001412,34,services,married,secondary,0,2211,0,0,BR-104
CUST_001413,40,blue-collar,married,primary,0,87,1,0,BR-101
CUST_001414,30,technician,single,tertiary,0,178,1,0,BR-103
CUST_001415,44,technician,married,,0,185,1,1,BR-104
CUST_001416,38,blue-collar,married,secondary,0,-210,1,0,BR-101
CUST_001417,43,management,divorced,tertiary,0,388,1,0,BR-104
CUST_001418,32,blue-collar,married,secondary,0,1,1,0,BR-101
CUST_001419,33,management,married,secondary,1,879,1,0,BR-104
CUST_001420,32,blue-collar,married,secondary,0,214,1,0,BR-101
CUST_001421,40,technician,married,,0,698,1,0,BR-103
CUST_001422,34,management,married,tertiary,0,1601,1,0,BR-101
CUST_001423,30,blue-collar,married,secondary,0,717,1,0,BR-103
CUST_001424,53,blue-collar,divorced,primary,0,255,1,0,BR-101
CUST_001425,39,management,single,tertiary,0,375,1,0,BR-103
CUST_001426,46,blue-collar,married,primary,0,587,1,0,BR-102
CUST_001427,32,management,married,tertiary,0,644,1,1,BR-103
CUST_001428,60,technician,married,,0,0,1,0,BR-102
CUST_001429,40,management,single,tertiary,0,-275,1,0,BR-102
CUST_001430,47,blue-collar,married,secondary,0,116,1,0,BR-102
CUST_001431,25,entrepreneur,married,tertiary,0,37,1,1,BR-103
CUST_001432,44,blue-collar,married,primary,0,753,1,0,BR-104
CUST_001433,38,blue-collar,single,primary,0,162,1,0,BR-104
CUST_001434,45,admin.,divorced,secondary,0,984,1,0,BR-101
CUST_001435,34,blue-collar,married,secondary,0,199,1,0,BR-104
CUST_001436,36,services,divorced,secondary,0,241,1,0,BR-101
CUST_001437,30,blue-collar,single,secondary,0,648,1,1,BR-104
CUST_001438,35,blue-collar,single,secondary,0,907,1,1,BR-102
CUST_001439,39,unemployed,divorced,secondary,0,6322,0,0,BR-101
CUST_001440,46,blue-collar,married,secondary,0,125,1,1,BR-103
CUST_001441,36,self-employed,married,primary,0,90,1,0,BR-103
CUST_001442,22,technician,single,secondary,0,54,1,1,BR-104
CUST_001443,26,blue-collar,single,secondary,0,-132,0,0,BR-103
CUST_001444,48,admin.,divorced,secondary,0,267,0,0,BR-102
CUST_001445,32,blue-collar,married,primary,0,289,1,0,BR-104
CUST_001446,58,self-employed,divorced,secondary,0,613,1,0,BR-101
CUST_001447,57,entrepreneur,married,,0,618,1,0,BR-102
CUST_001448,53,management,married,tertiary,0,1786,1,0,BR-102
CUST_001449,29,management,divorced,tertiary,0,607,1,1,BR-101
CUST_001450,34,services,married,secondary,0,586,1,1,BR-103
CUST_001451,32,services,single,secondary,0,459,1,0,BR-102
CUST_001452,55,entrepreneur,married,primary,0,298,1,0,BR-103
CUST_001453,50,blue-collar,divorced,primary,0,134,0,0,BR-102
CUST_001454,43,blue-collar,married,primary,0,34,1,0,BR-103
CUST_001455,44,services,single,secondary,0,1378,1,0,BR-104
CUST_001456,27,blue-collar,married,tertiary,0,417,1,1,BR-103
CUST_001457,35,blue-collar,married,secondary,0,25,1,0,BR-104
CUST_001458,45,services,married,secondary,0,22,1,0,BR-101
CUST_001459,35,blue-collar,single,primary,0,398,1,0,BR-102
CUST_001460,49,blue-collar,single,primary,0,1164,1,0,BR-104
CUST_001461,34,management,married,secondary,0,487,1,0,BR-101
CUST_001462,46,admin.,married,secondary,0,1069,1,0,BR-104
CUST_001463,43,blue-collar,married,primary,0,-192,1,0,BR-101
CUST_001464,42,retired,married,primary,0,0,1,0,BR-104
CUST_001465,55,blue-collar,married,primary,0,332,1,0,BR-101
CUST_001466,37,blue-collar,married,secondary,0,121,1,0,BR-102
CUST_001467,31,blue-collar,married,primary,0,68,1,0,BR-104
CUST_001468,57,blue-collar,divorced,primary,0,-176,1,0,BR-103
CUST_001469,33,blue-collar,married,secondary,0,527,1,1,BR-102
CUST_001470,43,services,single,,0,193,1,0,BR-103
CUST_001471,60,blue-collar,divorced,primary,0,7601,1,0,BR-103
CUST_001472,51,management,married,tertiary,0,751,0,0,BR-103
CUST_001473,38,blue-collar,single,,0,495,1,0,BR-103
CUST_001474,37,technician,single,secondary,0,670,1,0,BR-101
CUST_001475,41,blue-collar,single,secondary,0,363,1,0,BR-101
CUST_001476,42,blue-collar,married,secondary,0,376,1,0,BR-102
CUST_001477,41,management,divorced,tertiary,0,292,1,0,BR-101
CUST_001478,33,technician,married,,0,0,0,0,BR-101
CUST_001479,32,admin.,single,secondary,0,184,1,0,BR-102
CUST_001480,30,services,married,secondary,0,80,1,0,BR-104
CUST_001481,43,technician,married,secondary,0,1824,1,0,BR-101
CUST_001482,30,blue-collar,married,secondary,0,2850,0,0,BR-102
CUST_001483,37,blue-collar,divorced,secondary,0,48,1,0,BR-103
CUST_001484,34,management,married,tertiary,0,76,0,0,BR-101
CUST_001485,32,unemployed,single,tertiary,0,336,1,0,BR-101
CUST_001486,42,technician,married,secondary,0,0,0,1,BR-104
CUST_001487,35,technician,single,secondary,0,433,1,0,BR-104
CUST_001488,34,blue-collar,married,secondary,0,103,1,1,BR-102
